year,place,team_name,wins,losses,ties,win_pct,points_for,points_against,team_logo,standings_type,scraped_at
2025,1,Maggi's Mighty Ducks,9,5,0,0.643,1662.34,1541.38,https://fantasy.nfl.com/image/3848c1e265bc05ffc480d3f74dd5c905.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.841662
2025,2,The Brotherhood,9,5,0,0.643,1656.84,1525.02,https://fantasy.nfl.com/image/2a37e9caaa77c7b12e2c6c85e6a38e2a.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.841842
2025,3,DirtyBirds,9,5,0,0.643,1507.1,1508.08,https://fantasy.nfl.com/image/54e145c9a634a201a63c9cd3d146fbe9.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.841997
2025,4,The Ratpack,8,6,0,0.571,1650.5,1569.64,https://fantasy.nfl.com/image/619cdee4567a5d247f770e90fe607141.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.842147
2025,5,Mebs Militia,7,7,0,0.5,1734.02,1564.8,https://fantasy.nfl.com/image/3baa273cd5e673bd6b37d3ee69f0bef5.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.842297
2025,6,Freshie Vice,7,7,0,0.5,1668.9,1640.42,https://fantasy.nfl.com/image/bb9a678b5b3f6353932d7d62fe79389a.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.842443
2025,7,cheeseheads,7,7,0,0.5,1533.14,1537.82,https://fantasy.nfl.com/image/08c5227f8396ae564193f8dcbc4c0731.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.842589
2025,8,Scrubs,6,8,0,0.429,1625.62,1710.28,https://fantasy.nfl.com/image/0e31b643751318781b68efa81d646b09.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.842722
2025,9,Woody,6,8,0,0.429,1566.02,1570.9,https://fantasy.nfl.com/image/2c3e78c8478c0a0a3c538cff10a96f03.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.842854
2025,10,The Generous,6,8,0,0.429,1565.3,1625.0,https://fantasy.nfl.com/image/37fb6bf94dc8e1a757bdd1e19c906a80.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.842986
2025,11,Killer Cam,5,9,0,0.357,1528.6,1656.58,https://fantasy.nfl.com/image/1fca812cd313078ede2b727e8519abeb.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.843117
2025,12,Pels,5,9,0,0.357,1394.52,1642.98,https://fantasy.nfl.com/image/d1eab0977fdc7c0a43ffbe8d6d6af36d.jpg?&x=40&y=40,regular,2025-12-13T18:10:29.843254
