year,week,week_type,team1_name,team1_score,team2_name,team2_score,winner,scraped_at
2023,1,regular,The Generous,103.66,Mebs Militia,102.76,The Generous,2025-12-13T17:03:06.953515
2023,2,regular,Killer Cam,122.36,Rats,130.26,Rats,2025-12-13T17:03:07.375464
2023,2,regular,Impeached Wolfpack,108.9,Scrubs,129.04,Scrubs,2025-12-13T17:03:07.376397
2023,2,regular,DirtyBirds,95.14,Maggi's Mighty Ducks,93.28,DirtyBirds,2025-12-13T17:03:07.376824
2023,2,regular,Palm Beach Pelicans,118.64,The Brotherhood,131.68,The Brotherhood,2025-12-13T17:03:07.377265
2023,2,regular,The Generous,118.5,Woody,116.24,The Generous,2025-12-13T17:03:07.377691
2023,2,regular,Mebs Militia,102.0,cheeseheads,153.52,cheeseheads,2025-12-13T17:03:07.378119
2023,3,regular,Rats,143.72,DirtyBirds,136.76,Rats,2025-12-13T17:03:07.810470
2023,3,regular,cheeseheads,133.18,The Brotherhood,118.16,cheeseheads,2025-12-13T17:03:07.811509
2023,3,regular,Palm Beach Pelicans,102.24,Woody,136.32,Woody,2025-12-13T17:03:07.811935
2023,3,regular,Killer Cam,120.16,Maggi's Mighty Ducks,116.78,Killer Cam,2025-12-13T17:03:07.812354
2023,3,regular,Impeached Wolfpack,116.78,Mebs Militia,83.68,Impeached Wolfpack,2025-12-13T17:03:07.812776
2023,3,regular,Scrubs,96.56,The Generous,132.2,The Generous,2025-12-13T17:03:07.813217
2023,4,regular,The Generous,122.98,Maggi's Mighty Ducks,110.94,The Generous,2025-12-13T17:03:08.235513
2023,4,regular,The Brotherhood,122.2,Rats,113.0,The Brotherhood,2025-12-13T17:03:08.236623
2023,4,regular,DirtyBirds,98.32,cheeseheads,132.86,cheeseheads,2025-12-13T17:03:08.237099
2023,4,regular,Woody,102.58,Mebs Militia,126.96,Mebs Militia,2025-12-13T17:03:08.237525
2023,4,regular,Killer Cam,133.28,Impeached Wolfpack,119.92,Killer Cam,2025-12-13T17:03:08.237952
2023,4,regular,Scrubs,96.7,Palm Beach Pelicans,122.7,Palm Beach Pelicans,2025-12-13T17:03:08.238375
2023,5,regular,Woody,143.2,Maggi's Mighty Ducks,99.24,Woody,2025-12-13T17:03:08.673055
2023,5,regular,The Generous,103.94,Rats,91.16,The Generous,2025-12-13T17:03:08.674223
2023,5,regular,Palm Beach Pelicans,150.72,Impeached Wolfpack,118.64,Palm Beach Pelicans,2025-12-13T17:03:08.674701
2023,5,regular,Mebs Militia,130.86,DirtyBirds,130.58,Mebs Militia,2025-12-13T17:03:08.675128
2023,5,regular,Killer Cam,119.62,The Brotherhood,159.88,The Brotherhood,2025-12-13T17:03:08.675551
2023,5,regular,Scrubs,108.88,cheeseheads,102.82,Scrubs,2025-12-13T17:03:08.675974
2023,6,regular,Woody,124.04,Rats,95.26,Woody,2025-12-13T17:03:09.187964
2023,6,regular,DirtyBirds,100.3,Scrubs,106.14,Scrubs,2025-12-13T17:03:09.188866
2023,6,regular,The Generous,103.58,Impeached Wolfpack,92.04,The Generous,2025-12-13T17:03:09.189355
2023,6,regular,The Brotherhood,86.12,Maggi's Mighty Ducks,104.92,Maggi's Mighty Ducks,2025-12-13T17:03:09.189915
2023,6,regular,Mebs Militia,155.34,Palm Beach Pelicans,127.58,Mebs Militia,2025-12-13T17:03:09.190417
2023,6,regular,cheeseheads,108.4,Killer Cam,115.18,Killer Cam,2025-12-13T17:03:09.190868
2023,7,regular,Impeached Wolfpack,174.16,Maggi's Mighty Ducks,144.38,Impeached Wolfpack,2025-12-13T17:03:09.620205
2023,7,regular,The Generous,64.36,cheeseheads,111.06,cheeseheads,2025-12-13T17:03:09.621113
2023,7,regular,Scrubs,75.2,The Brotherhood,121.24,The Brotherhood,2025-12-13T17:03:09.621542
2023,7,regular,Palm Beach Pelicans,120.5,DirtyBirds,76.38,Palm Beach Pelicans,2025-12-13T17:03:09.621965
2023,7,regular,Woody,116.46,Killer Cam,118.04,Killer Cam,2025-12-13T17:03:09.622480
2023,7,regular,Rats,151.4,Mebs Militia,98.82,Rats,2025-12-13T17:03:09.622952
2023,8,regular,Impeached Wolfpack,103.2,cheeseheads,127.16,cheeseheads,2025-12-13T17:03:09.923656
2023,8,regular,The Generous,87.42,DirtyBirds,142.9,DirtyBirds,2025-12-13T17:03:09.924676
2023,8,regular,Maggi's Mighty Ducks,125.28,Mebs Militia,134.46,Mebs Militia,2025-12-13T17:03:09.925114
2023,8,regular,The Brotherhood,104.66,Woody,160.48,Woody,2025-12-13T17:03:09.925539
2023,8,regular,Killer Cam,129.36,Palm Beach Pelicans,146.9,Palm Beach Pelicans,2025-12-13T17:03:09.925962
2023,8,regular,Scrubs,101.38,Rats,101.56,Rats,2025-12-13T17:03:09.926389
2023,9,regular,cheeseheads,123.98,Rats,78.02,cheeseheads,2025-12-13T17:03:10.354440
2023,9,regular,DirtyBirds,79.88,The Brotherhood,109.86,The Brotherhood,2025-12-13T17:03:10.355551
2023,9,regular,Scrubs,103.72,Maggi's Mighty Ducks,86.48,Scrubs,2025-12-13T17:03:10.356064
2023,9,regular,Woody,133.04,Impeached Wolfpack,78.7,Woody,2025-12-13T17:03:10.356618
2023,9,regular,The Generous,102.24,Palm Beach Pelicans,145.42,Palm Beach Pelicans,2025-12-13T17:03:10.357068
2023,9,regular,Mebs Militia,88.3,Killer Cam,133.82,Killer Cam,2025-12-13T17:03:10.357524
2023,10,regular,Mebs Militia,145.04,The Brotherhood,148.46,The Brotherhood,2025-12-13T17:03:10.804381
2023,10,regular,The Generous,88.82,Killer Cam,87.72,The Generous,2025-12-13T17:03:10.805466
2023,10,regular,Rats,102.28,Palm Beach Pelicans,131.84,Palm Beach Pelicans,2025-12-13T17:03:10.806036
2023,10,regular,DirtyBirds,104.26,Impeached Wolfpack,88.32,DirtyBirds,2025-12-13T17:03:10.806655
2023,10,regular,Maggi's Mighty Ducks,90.62,cheeseheads,159.96,cheeseheads,2025-12-13T17:03:10.807268
2023,10,regular,Scrubs,97.08,Woody,156.3,Woody,2025-12-13T17:03:10.807726
2023,11,regular,Impeached Wolfpack,112.38,Rats,90.0,Impeached Wolfpack,2025-12-13T17:03:11.237222
2023,11,regular,Mebs Militia,110.02,Scrubs,108.54,Mebs Militia,2025-12-13T17:03:11.238127
2023,11,regular,Woody,126.48,cheeseheads,111.7,Woody,2025-12-13T17:03:11.238606
2023,11,regular,Maggi's Mighty Ducks,103.36,Palm Beach Pelicans,113.04,Palm Beach Pelicans,2025-12-13T17:03:11.239232
2023,11,regular,The Brotherhood,101.56,The Generous,73.4,The Brotherhood,2025-12-13T17:03:11.239763
2023,11,regular,DirtyBirds,101.64,Killer Cam,99.04,DirtyBirds,2025-12-13T17:03:11.240219
2023,12,regular,Scrubs,100.8,The Generous,111.08,The Generous,2025-12-13T17:03:11.650420
2023,12,regular,Woody,142.86,Rats,111.06,Woody,2025-12-13T17:03:11.651496
2023,12,regular,Palm Beach Pelicans,126.94,cheeseheads,145.3,cheeseheads,2025-12-13T17:03:11.652021
2023,12,regular,The Brotherhood,136.44,Killer Cam,93.92,The Brotherhood,2025-12-13T17:03:11.652534
2023,12,regular,Impeached Wolfpack,114.62,Mebs Militia,121.26,Mebs Militia,2025-12-13T17:03:11.653049
2023,12,regular,Maggi's Mighty Ducks,111.68,DirtyBirds,139.2,DirtyBirds,2025-12-13T17:03:11.653522
2023,13,regular,Killer Cam,113.3,Impeached Wolfpack,76.8,Killer Cam,2025-12-13T17:03:12.071712
2023,13,regular,Maggi's Mighty Ducks,109.04,Palm Beach Pelicans,178.78,Palm Beach Pelicans,2025-12-13T17:03:12.072911
2023,13,regular,cheeseheads,134.12,The Brotherhood,151.56,The Brotherhood,2025-12-13T17:03:12.073524
2023,13,regular,Scrubs,64.94,Mebs Militia,120.76,Mebs Militia,2025-12-13T17:03:12.074062
2023,13,regular,DirtyBirds,144.88,Woody,149.02,Woody,2025-12-13T17:03:12.074590
2023,13,regular,The Generous,89.58,Rats,106.18,Rats,2025-12-13T17:03:12.075122
2023,14,regular,Woody,107.32,Mebs Militia,132.02,Mebs Militia,2025-12-13T17:03:12.496983
2023,14,regular,The Generous,102.54,Impeached Wolfpack,71.44,The Generous,2025-12-13T17:03:12.497873
2023,14,regular,The Brotherhood,113.74,Maggi's Mighty Ducks,139.74,Maggi's Mighty Ducks,2025-12-13T17:03:12.498300
2023,14,regular,Scrubs,100.86,Rats,123.82,Rats,2025-12-13T17:03:12.498734
2023,14,regular,cheeseheads,149.68,DirtyBirds,155.32,DirtyBirds,2025-12-13T17:03:12.499106
2023,14,regular,Killer Cam,89.7,Palm Beach Pelicans,64.14,Killer Cam,2025-12-13T17:03:12.499476
2023,15,regular,Mebs Militia,132.98,DirtyBirds,65.48,Mebs Militia,2025-12-13T17:03:12.939519
2023,15,regular,The Brotherhood,77.36,Woody,119.9,Woody,2025-12-13T17:03:12.940490
2023,15,regular,Impeached Wolfpack,139.1,Maggi's Mighty Ducks,111.74,Impeached Wolfpack,2025-12-13T17:03:12.941026
2023,15,regular,Scrubs,86.22,Palm Beach Pelicans,111.64,Palm Beach Pelicans,2025-12-13T17:03:12.941756
2023,15,regular,The Generous,137.66,Killer Cam,135.46,The Generous,2025-12-13T17:03:12.942212
2023,15,regular,Rats,90.06,cheeseheads,140.32,cheeseheads,2025-12-13T17:03:12.942635
2023,16,playoff,Mebs Militia,76.6,DirtyBirds,93.32,DirtyBirds,2025-12-13T17:03:13.366114
2023,16,playoff,The Brotherhood,149.42,Killer Cam,127.52,The Brotherhood,2025-12-13T17:03:13.367005
2023,16,playoff,Woody,125.88,Palm Beach Pelicans,92.78,Woody,2025-12-13T17:03:13.367425
2023,16,playoff,cheeseheads,123.04,The Generous,126.74,The Generous,2025-12-13T17:03:13.367847
2023,17,playoff,DirtyBirds,71.56,The Brotherhood,115.6,The Brotherhood,2025-12-13T17:03:13.794041
2023,17,playoff,Mebs Militia,160.1,Killer Cam,98.78,Mebs Militia,2025-12-13T17:03:13.794953
2023,17,playoff,Woody,119.54,The Generous,99.68,Woody,2025-12-13T17:03:13.795384
2023,17,playoff,Palm Beach Pelicans,97.52,cheeseheads,105.98,cheeseheads,2025-12-13T17:03:13.795804
2024,1,regular,Woody,118.02,Killer Cam,109.7,Woody,2025-12-13T17:03:14.228694
2024,1,regular,Hood,90.26,Maggi's Mighty Ducks,135.38,Maggi's Mighty Ducks,2025-12-13T17:03:14.229604
2024,1,regular,Palm Beach Pelicans,122.66,Freshie Vice,164.04,Freshie Vice,2025-12-13T17:03:14.230030
2024,1,regular,The Ratpack,112.58,DirtyBirds,101.02,The Ratpack,2025-12-13T17:03:14.230452
2024,1,regular,Mebs Militia owns the Hood,48.36,The Generous,120.42,The Generous,2025-12-13T17:03:14.230874
2024,1,regular,Scrubs,109.88,cheeseheads,106.86,Scrubs,2025-12-13T17:03:14.231296
2024,2,regular,Killer Cam,148.38,Mebs Militia owns the Hood,82.02,Killer Cam,2025-12-13T17:03:14.658924
2024,2,regular,Scrubs,134.74,The Ratpack,90.06,Scrubs,2025-12-13T17:03:14.659839
2024,2,regular,DirtyBirds,89.1,The Generous,88.58,DirtyBirds,2025-12-13T17:03:14.660272
2024,2,regular,Maggi's Mighty Ducks,105.36,Palm Beach Pelicans,156.3,Palm Beach Pelicans,2025-12-13T17:03:14.660697
2024,2,regular,Freshie Vice,86.64,Hood,130.92,Hood,2025-12-13T17:03:14.661135
2024,2,regular,Woody,81.72,cheeseheads,154.74,cheeseheads,2025-12-13T17:03:14.661559
2024,3,regular,Scrubs,68.48,Hood,143.86,Hood,2025-12-13T17:03:15.092710
2024,3,regular,Maggi's Mighty Ducks,86.08,cheeseheads,94.16,cheeseheads,2025-12-13T17:03:15.093646
2024,3,regular,DirtyBirds,137.38,Palm Beach Pelicans,111.3,DirtyBirds,2025-12-13T17:03:15.094079
2024,3,regular,Mebs Militia owns the Hood,153.06,The Ratpack,154.42,The Ratpack,2025-12-13T17:03:15.094522
2024,3,regular,The Generous,106.9,Killer Cam,93.02,The Generous,2025-12-13T17:03:15.094943
2024,3,regular,Freshie Vice,83.88,Woody,132.04,Woody,2025-12-13T17:03:15.095363
2024,4,regular,The Generous,109.54,Woody,140.82,Woody,2025-12-13T17:03:15.513276
2024,4,regular,Killer Cam,134.76,Scrubs,124.96,Killer Cam,2025-12-13T17:03:15.514158
2024,4,regular,Hood,100.98,cheeseheads,111.72,cheeseheads,2025-12-13T17:03:15.514584
2024,4,regular,Maggi's Mighty Ducks,92.24,DirtyBirds,89.82,Maggi's Mighty Ducks,2025-12-13T17:03:15.515009
2024,4,regular,Mebs Militia owns the Hood,118.04,Freshie Vice,130.7,Freshie Vice,2025-12-13T17:03:15.515438
2024,4,regular,The Ratpack,121.5,Palm Beach Pelicans,83.0,The Ratpack,2025-12-13T17:03:15.515860
2024,5,regular,DirtyBirds,106.16,Hood,124.18,Hood,2025-12-13T17:03:15.947039
2024,5,regular,Maggi's Mighty Ducks,122.96,Mebs Militia owns the Hood,119.68,Maggi's Mighty Ducks,2025-12-13T17:03:15.948130
2024,5,regular,Freshie Vice,122.44,Scrubs,138.3,Scrubs,2025-12-13T17:03:15.948649
2024,5,regular,The Ratpack,98.54,Woody,109.0,Woody,2025-12-13T17:03:15.949166
2024,5,regular,Killer Cam,103.36,Palm Beach Pelicans,110.04,Palm Beach Pelicans,2025-12-13T17:03:15.949678
2024,5,regular,cheeseheads,128.22,The Generous,112.42,cheeseheads,2025-12-13T17:03:15.950188
2024,6,regular,The Ratpack,127.2,Maggi's Mighty Ducks,88.78,The Ratpack,2025-12-13T17:03:16.390384
2024,6,regular,The Generous,123.92,Scrubs,69.36,The Generous,2025-12-13T17:03:16.391322
2024,6,regular,Mebs Militia owns the Hood,77.62,Palm Beach Pelicans,139.18,Palm Beach Pelicans,2025-12-13T17:03:16.391749
2024,6,regular,Woody,96.46,Hood,96.42,Woody,2025-12-13T17:03:16.392184
2024,6,regular,DirtyBirds,127.7,Freshie Vice,104.34,DirtyBirds,2025-12-13T17:03:16.392619
2024,6,regular,Killer Cam,145.02,cheeseheads,136.96,Killer Cam,2025-12-13T17:03:16.393038
2024,7,regular,Freshie Vice,94.16,cheeseheads,95.44,cheeseheads,2025-12-13T17:03:16.826513
2024,7,regular,Maggi's Mighty Ducks,132.36,Woody,115.56,Maggi's Mighty Ducks,2025-12-13T17:03:16.827411
2024,7,regular,The Generous,100.34,The Ratpack,133.32,The Ratpack,2025-12-13T17:03:16.827836
2024,7,regular,Palm Beach Pelicans,62.34,Scrubs,107.84,Scrubs,2025-12-13T17:03:16.828259
2024,7,regular,Hood,92.44,Mebs Militia owns the Hood,114.3,Mebs Militia owns the Hood,2025-12-13T17:03:16.828680
2024,7,regular,Killer Cam,118.5,DirtyBirds,91.58,Killer Cam,2025-12-13T17:03:16.829102
2024,8,regular,Hood,135.46,The Generous,151.76,The Generous,2025-12-13T17:03:17.257184
2024,8,regular,DirtyBirds,153.6,cheeseheads,148.94,DirtyBirds,2025-12-13T17:03:17.258293
2024,8,regular,The Ratpack,108.34,Killer Cam,95.74,The Ratpack,2025-12-13T17:03:17.258813
2024,8,regular,Freshie Vice,91.74,Maggi's Mighty Ducks,134.18,Maggi's Mighty Ducks,2025-12-13T17:03:17.259332
2024,8,regular,Palm Beach Pelicans,122.9,Woody,125.04,Woody,2025-12-13T17:03:17.259787
2024,8,regular,Scrubs,123.48,Mebs Militia owns the Hood,116.62,Scrubs,2025-12-13T17:03:17.260225
2024,9,regular,DirtyBirds,124.16,Scrubs,87.36,DirtyBirds,2025-12-13T17:03:17.675508
2024,9,regular,The Generous,119.9,Freshie Vice,122.7,Freshie Vice,2025-12-13T17:03:17.676639
2024,9,regular,cheeseheads,104.86,The Ratpack,120.88,The Ratpack,2025-12-13T17:03:17.677180
2024,9,regular,Palm Beach Pelicans,147.52,Hood,174.44,Hood,2025-12-13T17:03:17.677678
2024,9,regular,Mebs Militia owns the Hood,79.72,Woody,116.28,Woody,2025-12-13T17:03:17.678124
2024,9,regular,Killer Cam,81.68,Maggi's Mighty Ducks,167.64,Maggi's Mighty Ducks,2025-12-13T17:03:17.678552
2024,10,regular,Woody,104.98,Scrubs,123.5,Scrubs,2025-12-13T17:03:18.116741
2024,10,regular,Mebs Militia owns the Hood,78.24,DirtyBirds,140.52,DirtyBirds,2025-12-13T17:03:18.117840
2024,10,regular,cheeseheads,105.78,Palm Beach Pelicans,81.48,cheeseheads,2025-12-13T17:03:18.118401
2024,10,regular,The Ratpack,79.0,Freshie Vice,79.74,Freshie Vice,2025-12-13T17:03:18.118937
2024,10,regular,Hood,180.22,Killer Cam,83.64,Hood,2025-12-13T17:03:18.119479
2024,10,regular,The Generous,118.3,Maggi's Mighty Ducks,78.94,The Generous,2025-12-13T17:03:18.120009
2024,11,regular,Maggi's Mighty Ducks,176.74,Scrubs,110.48,Maggi's Mighty Ducks,2025-12-13T17:03:18.547630
2024,11,regular,Palm Beach Pelicans,103.28,The Generous,108.28,The Generous,2025-12-13T17:03:18.548113
2024,11,regular,Freshie Vice,100.58,Killer Cam,98.34,Freshie Vice,2025-12-13T17:03:18.548343
2024,11,regular,DirtyBirds,128.06,Woody,101.64,DirtyBirds,2025-12-13T17:03:18.548570
2024,11,regular,cheeseheads,130.74,Mebs Militia owns the Hood,116.9,cheeseheads,2025-12-13T17:03:18.548798
2024,11,regular,Hood,103.44,The Ratpack,118.58,The Ratpack,2025-12-13T17:03:18.549028
2024,12,regular,Freshie Vice,80.62,DirtyBirds,98.76,DirtyBirds,2025-12-13T17:03:18.968704
2024,12,regular,Maggi's Mighty Ducks,189.76,The Ratpack,76.66,Maggi's Mighty Ducks,2025-12-13T17:03:18.969606
2024,12,regular,Killer Cam,96.12,The Generous,119.08,The Generous,2025-12-13T17:03:18.970032
2024,12,regular,Palm Beach Pelicans,106.48,Scrubs,100.8,Palm Beach Pelicans,2025-12-13T17:03:18.970460
2024,12,regular,Woody,131.26,cheeseheads,160.1,cheeseheads,2025-12-13T17:03:18.970886
2024,12,regular,Mebs Militia owns the Hood,115.96,Hood,94.42,Mebs Militia owns the Hood,2025-12-13T17:03:18.971313
2024,13,regular,cheeseheads,127.94,Freshie Vice,83.06,cheeseheads,2025-12-13T17:03:19.388459
2024,13,regular,The Ratpack,137.62,Scrubs,84.8,The Ratpack,2025-12-13T17:03:19.390068
2024,13,regular,The Generous,86.28,Mebs Militia owns the Hood,116.2,Mebs Militia owns the Hood,2025-12-13T17:03:19.390673
2024,13,regular,Killer Cam,131.06,Maggi's Mighty Ducks,161.84,Maggi's Mighty Ducks,2025-12-13T17:03:19.391224
2024,13,regular,DirtyBirds,154.96,Hood,100.18,DirtyBirds,2025-12-13T17:03:19.391748
2024,13,regular,Palm Beach Pelicans,139.66,Woody,110.82,Palm Beach Pelicans,2025-12-13T17:03:19.392273
2024,14,regular,Scrubs,82.96,Maggi's Mighty Ducks,129.3,Maggi's Mighty Ducks,2025-12-13T17:03:19.870832
2024,14,regular,Freshie Vice,128.38,Mebs Militia owns the Hood,168.8,Mebs Militia owns the Hood,2025-12-13T17:03:19.871729
2024,14,regular,cheeseheads,155.18,The Generous,142.62,cheeseheads,2025-12-13T17:03:19.872230
2024,14,regular,Hood,151.24,Woody,123.12,Hood,2025-12-13T17:03:19.872743
2024,14,regular,The Ratpack,154.38,DirtyBirds,103.5,The Ratpack,2025-12-13T17:03:19.873206
2024,14,regular,Killer Cam,75.64,Palm Beach Pelicans,139.86,Palm Beach Pelicans,2025-12-13T17:03:19.873633
2024,15,regular,Hood,127.24,Scrubs,70.36,Hood,2025-12-13T17:03:20.304586
2024,15,regular,cheeseheads,137.74,DirtyBirds,151.08,DirtyBirds,2025-12-13T17:03:20.305630
2024,15,regular,Killer Cam,112.06,The Ratpack,116.68,The Ratpack,2025-12-13T17:03:20.306143
2024,15,regular,Maggi's Mighty Ducks,151.46,Woody,120.4,Maggi's Mighty Ducks,2025-12-13T17:03:20.306664
2024,15,regular,The Generous,143.6,Freshie Vice,92.9,The Generous,2025-12-13T17:03:20.307142
2024,15,regular,Palm Beach Pelicans,92.74,Mebs Militia owns the Hood,142.32,Mebs Militia owns the Hood,2025-12-13T17:03:20.307586
2024,16,playoff,The Generous,100.68,Palm Beach Pelicans,142.88,Palm Beach Pelicans,2025-12-13T17:03:20.741574
2024,16,playoff,Hood,86.08,Woody,109.44,Woody,2025-12-13T17:03:20.742478
2024,16,playoff,Maggi's Mighty Ducks,174.3,DirtyBirds,90.84,Maggi's Mighty Ducks,2025-12-13T17:03:20.742917
2024,16,playoff,The Ratpack,116.36,cheeseheads,159.12,cheeseheads,2025-12-13T17:03:20.743359
2024,17,playoff,Palm Beach Pelicans,124.38,Woody,116.46,Palm Beach Pelicans,2025-12-13T17:03:21.186653
2024,17,playoff,The Generous,111.12,Hood,133.02,Hood,2025-12-13T17:03:21.187628
2024,17,playoff,Maggi's Mighty Ducks,187.6,cheeseheads,137.28,Maggi's Mighty Ducks,2025-12-13T17:03:21.188052
2024,17,playoff,DirtyBirds,107.48,The Ratpack,125.38,The Ratpack,2025-12-13T17:03:21.188476
2025,1,regular,Woody,117.42,Freshie Vice,104.72,Woody,2025-12-13T17:03:22.812182
2025,1,regular,Hood,137.56,DirtyBirds,111.88,Hood,2025-12-13T17:03:22.813089
2025,1,regular,Mebs Militia,83.94,The Generous,104.86,The Generous,2025-12-13T17:03:22.813515
2025,1,regular,Killer Cam,110.12,Scrubs,116.72,Scrubs,2025-12-13T17:03:22.813936
2025,1,regular,Maggi's Mighty Ducks,80.38,cheeseheads,97.22,cheeseheads,2025-12-13T17:03:22.814358
2025,1,regular,The Ratpack,119.38,Pels,114.02,The Ratpack,2025-12-13T17:03:22.814782
2025,2,regular,Maggi's Mighty Ducks,162.88,Hood,103.52,Maggi's Mighty Ducks,2025-12-13T17:03:23.099917
2025,2,regular,Killer Cam,137.94,Mebs Militia,117.34,Killer Cam,2025-12-13T17:03:23.100816
2025,2,regular,The Generous,109.0,Freshie Vice,89.7,The Generous,2025-12-13T17:03:23.101239
2025,2,regular,cheeseheads,133.18,The Ratpack,101.24,cheeseheads,2025-12-13T17:03:23.101663
2025,2,regular,Pels,95.6,Scrubs,115.84,Scrubs,2025-12-13T17:03:23.102084
2025,2,regular,DirtyBirds,115.1,Woody,83.12,DirtyBirds,2025-12-13T17:03:23.102511
2025,3,regular,Killer Cam,151.06,The Generous,108.62,Killer Cam,2025-12-13T17:03:23.550171
2025,3,regular,The Ratpack,114.84,Freshie Vice,135.62,Freshie Vice,2025-12-13T17:03:23.551081
2025,3,regular,Mebs Militia,115.52,Hood,127.62,Hood,2025-12-13T17:03:23.551510
2025,3,regular,Maggi's Mighty Ducks,121.92,Scrubs,114.64,Maggi's Mighty Ducks,2025-12-13T17:03:23.551937
2025,3,regular,DirtyBirds,74.22,Pels,114.16,Pels,2025-12-13T17:03:23.552323
2025,3,regular,Woody,96.92,cheeseheads,69.36,Woody,2025-12-13T17:03:23.552692
2025,4,regular,Mebs Militia,110.82,Freshie Vice,91.78,Mebs Militia,2025-12-13T17:03:23.959906
2025,4,regular,Scrubs,148.26,Hood,125.46,Scrubs,2025-12-13T17:03:23.961033
2025,4,regular,Pels,136.38,Woody,117.78,Pels,2025-12-13T17:03:23.961558
2025,4,regular,The Generous,90.18,The Ratpack,121.9,The Ratpack,2025-12-13T17:03:23.962081
2025,4,regular,Maggi's Mighty Ducks,102.62,DirtyBirds,131.26,DirtyBirds,2025-12-13T17:03:23.962532
2025,4,regular,cheeseheads,121.3,Killer Cam,136.64,Killer Cam,2025-12-13T17:03:23.962971
2025,5,regular,Scrubs,150.42,Mebs Militia,136.12,Scrubs,2025-12-13T17:03:24.404918
2025,5,regular,Freshie Vice,123.7,DirtyBirds,156.66,DirtyBirds,2025-12-13T17:03:24.406155
2025,5,regular,Pels,100.44,Hood,131.52,Hood,2025-12-13T17:03:24.406811
2025,5,regular,The Generous,107.78,cheeseheads,120.12,cheeseheads,2025-12-13T17:03:24.407365
2025,5,regular,Killer Cam,154.82,Woody,98.08,Killer Cam,2025-12-13T17:03:24.407919
2025,5,regular,Maggi's Mighty Ducks,141.44,The Ratpack,109.0,Maggi's Mighty Ducks,2025-12-13T17:03:24.408463
2025,6,regular,DirtyBirds,142.84,The Ratpack,101.72,DirtyBirds,2025-12-13T17:03:24.820748
2025,6,regular,Maggi's Mighty Ducks,84.06,Freshie Vice,113.68,Freshie Vice,2025-12-13T17:03:24.821653
2025,6,regular,Mebs Militia,136.12,Woody,90.66,Mebs Militia,2025-12-13T17:03:24.822160
2025,6,regular,cheeseheads,155.78,Scrubs,107.14,cheeseheads,2025-12-13T17:03:24.822712
2025,6,regular,Killer Cam,83.4,Pels,110.36,Pels,2025-12-13T17:03:24.823280
2025,6,regular,The Generous,117.16,Hood,97.0,The Generous,2025-12-13T17:03:24.823771
2025,7,regular,Freshie Vice,121.58,Pels,72.64,Freshie Vice,2025-12-13T17:03:25.238205
2025,7,regular,Woody,92.26,Maggi's Mighty Ducks,145.78,Maggi's Mighty Ducks,2025-12-13T17:03:25.239628
2025,7,regular,DirtyBirds,123.62,Mebs Militia,110.64,DirtyBirds,2025-12-13T17:03:25.240310
2025,7,regular,Scrubs,131.56,The Generous,141.06,The Generous,2025-12-13T17:03:25.240782
2025,7,regular,Killer Cam,87.54,The Ratpack,118.64,The Ratpack,2025-12-13T17:03:25.241220
2025,7,regular,cheeseheads,115.64,Hood,114.42,cheeseheads,2025-12-13T17:03:25.241649
2025,8,regular,Pels,83.28,Maggi's Mighty Ducks,122.98,Maggi's Mighty Ducks,2025-12-13T17:03:25.676720
2025,8,regular,Mebs Militia,132.18,cheeseheads,95.06,Mebs Militia,2025-12-13T17:03:25.677824
2025,8,regular,The Generous,89.7,Woody,173.88,Woody,2025-12-13T17:03:25.678346
2025,8,regular,DirtyBirds,69.08,Killer Cam,127.42,Killer Cam,2025-12-13T17:03:25.678810
2025,8,regular,Hood,119.12,The Ratpack,101.96,Hood,2025-12-13T17:03:25.679236
2025,8,regular,Scrubs,93.82,Freshie Vice,135.26,Freshie Vice,2025-12-13T17:03:25.679686
2025,9,regular,Woody,135.0,Scrubs,110.98,Woody,2025-12-13T17:03:26.090548
2025,9,regular,The Generous,122.16,DirtyBirds,128.82,DirtyBirds,2025-12-13T17:03:26.091509
2025,9,regular,Pels,139.92,cheeseheads,116.2,Pels,2025-12-13T17:03:26.091941
2025,9,regular,Mebs Militia,124.48,The Ratpack,137.34,The Ratpack,2025-12-13T17:03:26.092377
2025,9,regular,Maggi's Mighty Ducks,99.96,Killer Cam,90.14,Maggi's Mighty Ducks,2025-12-13T17:03:26.092806
2025,9,regular,Freshie Vice,97.44,Hood,120.82,Hood,2025-12-13T17:03:26.093251
2025,10,regular,DirtyBirds,104.22,cheeseheads,103.02,DirtyBirds,2025-12-13T17:03:26.516681
2025,10,regular,Hood,121.14,Woody,108.8,Hood,2025-12-13T17:03:26.517587
2025,10,regular,Freshie Vice,154.0,Killer Cam,140.78,Freshie Vice,2025-12-13T17:03:26.518036
2025,10,regular,Maggi's Mighty Ducks,104.1,The Generous,95.84,Maggi's Mighty Ducks,2025-12-13T17:03:26.518467
2025,10,regular,Pels,79.32,Mebs Militia,167.8,Mebs Militia,2025-12-13T17:03:26.518918
2025,10,regular,The Ratpack,113.02,Scrubs,101.5,The Ratpack,2025-12-13T17:03:26.519369
2025,11,regular,The Generous,133.32,Pels,72.64,The Generous,2025-12-13T17:03:26.943352
2025,11,regular,Mebs Militia,124.6,Maggi's Mighty Ducks,97.52,Mebs Militia,2025-12-13T17:03:26.944328
2025,11,regular,Freshie Vice,90.06,cheeseheads,133.34,cheeseheads,2025-12-13T17:03:26.944760
