year,week,week_type,team1_name,team1_score,team2_name,team2_score,winner,scraped_at
2025,11,regular,Killer Cam,75.9,Hood,156.68,Hood,2025-12-13T17:03:26.945188
2025,11,regular,Woody,112.74,The Ratpack,119.4,The Ratpack,2025-12-13T17:03:26.945624
2025,11,regular,DirtyBirds,74.82,Scrubs,88.44,Scrubs,2025-12-13T17:03:26.946059
2025,12,regular,Woody,125.56,Killer Cam,57.92,Woody,2025-12-13T17:03:27.357035
2025,12,regular,Pels,71.96,Mebs Militia,142.56,Mebs Militia,2025-12-13T17:03:27.358069
2025,12,regular,Freshie Vice,156.38,The Generous,134.42,Freshie Vice,2025-12-13T17:03:27.358510
2025,12,regular,Maggi's Mighty Ducks,141.46,The Ratpack,132.76,Maggi's Mighty Ducks,2025-12-13T17:03:27.358943
2025,12,regular,DirtyBirds,79.64,Hood,72.32,DirtyBirds,2025-12-13T17:03:27.359377
2025,12,regular,Scrubs,97.46,cheeseheads,111.08,cheeseheads,2025-12-13T17:03:27.359810
2025,13,regular,cheeseheads,103.24,DirtyBirds,113.16,DirtyBirds,2025-12-13T17:03:27.761970
2025,13,regular,The Ratpack,143.0,Killer Cam,66.92,The Ratpack,2025-12-13T17:03:27.763067
2025,13,regular,Maggi's Mighty Ducks,140.0,Scrubs,145.18,Scrubs,2025-12-13T17:03:27.763499
2025,13,regular,Pels,85.84,Hood,114.62,Hood,2025-12-13T17:03:27.763924
2025,13,regular,Mebs Militia,134.24,Freshie Vice,118.34,Mebs Militia,2025-12-13T17:03:27.764348
2025,13,regular,The Generous,72.84,Woody,96.24,Woody,2025-12-13T17:03:27.764772
2025,14,regular,Killer Cam,108.0,Maggi's Mighty Ducks,117.24,Maggi's Mighty Ducks,2025-12-13T17:03:28.193507
2025,14,regular,Scrubs,103.66,Hood,115.04,Hood,2025-12-13T17:03:28.194440
2025,14,regular,cheeseheads,58.6,The Ratpack,116.3,The Ratpack,2025-12-13T17:03:28.194872
2025,14,regular,Mebs Militia,97.66,The Generous,138.36,The Generous,2025-12-13T17:03:28.195295
2025,14,regular,DirtyBirds,81.78,Pels,117.96,Pels,2025-12-13T17:03:28.195713
2025,14,regular,Woody,117.56,Freshie Vice,136.64,Freshie Vice,2025-12-13T17:03:28.196114
2025,15,regular,Maggi's Mighty Ducks,0.0,Mebs Militia,23.2,Mebs Militia,2025-12-13T17:03:28.621892
2025,15,regular,Woody,0.0,cheeseheads,6.5,cheeseheads,2025-12-13T17:03:28.623206
2025,15,regular,Freshie Vice,0.0,Killer Cam,0.0,Tie,2025-12-13T17:03:28.623824
2025,15,regular,Hood,14.0,The Ratpack,0.0,Hood,2025-12-13T17:03:28.624355
2025,15,regular,The Generous,29.5,Pels,0.0,The Generous,2025-12-13T17:03:28.624786
2025,15,regular,Scrubs,18.5,DirtyBirds,68.78,DirtyBirds,2025-12-13T17:03:28.625214
2025,16,playoff,Mebs Militia,0.0,Scrubs,0.0,Tie,2025-12-13T17:03:29.156210
2025,16,playoff,Freshie Vice,0.0,cheeseheads,0.0,Tie,2025-12-13T17:03:29.157178
2025,16,playoff,Maggi's Mighty Ducks,0.0,The Ratpack,0.0,Tie,2025-12-13T17:03:29.157612
2025,16,playoff,Hood,0.0,DirtyBirds,0.0,Tie,2025-12-13T17:03:29.158043
